"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"458",26,0,9,25.66666667,0.75,1,0,7866,30,0,1,20,0,0,0,0,821,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"461",23,1,1,NA,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"471",22,1,47,21.02564103,0.133333333,7,1,107623,242,0,0,24,0,0,0,0,5889,0,0,0,0,0,43,1,0,-2,0.00620155,0,0,24,0,0,0,NA,0,NA,1,1,1
"472",19,1,3,18,0.333333333,1,0,776,1,0,0,0,0,0,0,0,332,0,0,0,0,0,11,0,0,0,0,0,0,488,0,0,0,NA,0,NA,0,0,0
"478",28,1,1,29,NA,1,0,80679,0,0,0,1,0,NA,0,0,3992,0,0,0,0,0,26,0,0,0,NA,0,0,1063,0,0,0,NA,0,NA,0,0,1
"483",18,0,21,18.70588235,0.411764706,10,1,11953,69,72,0,139,4,0.078431373,1,1,2850,4,0,0,1,0,40,0,0,2,0.087719298,0,0,3029,2,0,0,NA,0,NA,1,1,0
"484",25,1,18,25.69230769,0.75,4,0,17492,0,5,2,13,0,0,0,0,28,0,0,0,0,0,68,1,0,0,0,0,0,376,0,0,0,NA,0,NA,0,0,1
"485",26,0,6,29.4,0.5,3,0,46994,55,0,0,0,0,0,0,0,698,6,0,0,0,0,58,1,0,0,0,0,0,930,2,0,0,NA,0,NA,0,1,1
"488",28,0,24,27.47368421,0.666666667,6,2,16562,116,2,1,13,0,-0.015151515,0,1,1801,15,0,0,0,0,41,1,0,1,0,1,0,5802,6,0,0,NA,0,NA,1,1,1
"493",22,0,1,29,1,1,0,5722,4,0,1,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"502",21,0,7,22,0.571428571,3,0,3205,24,0,0,13,3,-0.178571429,1,0,75,0,0,0,0,0,29,0,0,0,0,0,0,949,0,0,0,NA,0,NA,0,0,0
"503",18,0,41,19.5945946,0.666666667,15,0,32,11,0,1,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"505",26,1,5,26,1,2,0,5343,32,2,1,2,0,0,0,0,11,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"507",20,0,12,21.9,0.666666667,3,0,7155,5,0,0,8,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"514",22,1,48,23.22580645,0.707317073,6,1,34021,1,29,1,305,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"518",19,1,4,23.66666667,1,2,0,1153,13,0,0,5,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"521",20,1,3,20,0.666666667,3,0,38234,0,1,1,18,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"523",19,1,1,20,1,1,0,48,0,0,0,6,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"524",20,1,12,21.27272727,0.666666667,2,0,11318,16,8,0,14,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"526",19,1,6,20.75,1,1,1,26419,22,0,0,14,1,0,0,0,2326,0,0,0,0,0,35,0,0,0,0,0,0,2979,0,0,0,NA,0,NA,1,0,0
"527",41,1,3,25,0.5,3,0,4101,3,0,1,3,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"528",18,1,3,22.33333333,0.333333333,3,0,5380,572,0,1,1,0,0,0,0,269,19,0,0,0,0,45,1,0,1,0.166666667,0,0,413,10,0,0,NA,0,NA,0,1,0
"529",21,1,19,24.375,0.941176471,1,0,34303,9,107,1,25,0,0,0,0,160,0,0,0,0,0,65,1,0,0,0,0,0,69,0,0,0,NA,0,NA,0,0,0
"530",28,1,1,28,0,1,0,5311,145,5,0,25,0,0,0,0,878,21,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,1
"533",32,1,1,30,1,1,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"534",21,1,1,19,0,1,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"535",44,1,1,NA,NA,0,0,0,2,0,1,2,0,NA,0,0,0,0,0,0,0,0,19,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"549",27,0,18,28.07692308,0.428571429,3,1,7068,46,0,1,2,0,0,0,0,0,0,0,0,0,0,44,0,0,-1,0.032967033,0,0,0,0,0,0,NA,0,NA,1,1,1
"551",35,1,8,28.75,0,1,0,29452,57,0,0,2,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"565",19,1,23,18.2631579,0.409090909,3,0,20935,33,0,0,10,0,0,0,0,948,1,0,0,0,0,13,0,0,0,0,0,0,3009,0,0,0,NA,0,NA,0,0,0
"566",42,1,1,40,1,1,1,312,29,0,1,1,0,0,0,0,5,0,0,0,0,0,35,0,0,0,0,0,0,46,0,0,0,NA,0,NA,1,0,0
"567",19,1,8,19,0.714285714,2,0,9338,7,0,0,12,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"568",25,1,4,25.75,0.25,1,0,354,0,0,1,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"570",23,1,5,22.5,1,2,0,7323,358,0,0,2,0,0,0,0,16,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"574",28,1,2,22,1,2,0,852,3,0,0,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"575",17,1,91,17.89230769,0.329268293,23,0,39496,229,1,0,166,6,0.004592968,2,0,6429,59,0,0,3,0,20,0,0,6,0.014844137,1,0,4608,32,0,0,NA,0,NA,0,0,0
"577",24,1,32,27.17391304,0.8,12,1,60278,1,0,1,17,0,0,1,0,3071,0,0,0,1,0,63,1,0,0,0.037037037,1,0,1798,0,0,0,NA,0,NA,1,0,1
"578",21,1,2,22.5,1,1,0,441,3,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"580",21,1,43,23.75862069,0.266666667,9,0,35438,20,0,1,109,1,-0.009195402,0,0,4976,2,0,0,69,0,63,0,0,4,-0.008522727,0,0,5872,0,0,0,NA,0,NA,0,0,0
"582",32,1,2,NA,1,1,0,44078,0,0,0,12,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"593",26,1,4,24.66666667,1,2,0,46349,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"594",21,1,6,20.83333333,1,1,0,6140,14,0,1,6,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"595",26,1,3,28,0.5,1,0,11628,25,0,1,2,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"596",26,1,1,25,1,1,0,2199,3,0,1,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"598",15,1,19,20.33333333,0.647058824,7,0,7179,21,5,0,33,1,-0.040441176,0,0,381,2,0,0,0,0,39,0,0,1,0.016666667,1,0,185,0,0,0,NA,0,NA,0,0,0
"603",20,1,7,19.8,0.333333333,3,0,28603,50,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,5733,12,0,0,NA,0,NA,0,0,0
"604",23,1,21,23.07142857,0.714285714,1,0,25433,74,0,0,7,1,0,0,0,1326,1,0,0,0,0,33,0,0,1,-0.047619048,0,0,967,0,0,0,NA,0,NA,0,0,1
"606",36,1,53,27.16216216,0.755555556,18,2,90906,1007,41,1,422,0,0,0,0,2602,27,0,0,1,0,57,0,0,0,0,0,0,1427,27,0,0,NA,0,NA,1,1,0
"613",25,1,25,24.61538462,0.588235294,2,1,31807,292,0,1,15,0,0,0,1,157,0,0,0,0,0,63,0,0,-1,-0.025735294,0,0,291,0,0,0,NA,0,NA,1,0,1
"614",22,1,26,20.83333333,0.8,2,0,39818,0,0,0,9,1,0.010526316,0,0,1627,0,0,0,0,0,62,1,0,2,-0.035714286,0,0,338,0,0,0,NA,0,NA,0,0,1
"618",22,1,21,25.44444444,0.714285714,8,0,56160,0,0,0,16,0,0,0,0,1176,0,0,0,0,0,55,0,0,0,0,0,0,5311,0,0,0,NA,0,NA,0,1,1
"619",21,1,14,21.25,0.230769231,3,0,11956,115,1,1,62,0,0,0,0,119,0,0,0,0,0,22,0,0,-2,-0.13986014,0,0,0,0,0,0,NA,0,NA,0,0,0
"621",20,1,14,18.92307692,0.785714286,2,0,56365,0,0,0,5,0,-0.06043956,0,0,13519,0,0,0,0,0,20,0,0,1,0.016666667,1,0,5823,0,0,0,NA,0,NA,0,0,0
"627",24,1,1,24,1,1,0,10825,0,0,1,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"636",26,1,1,28,0,1,0,181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"637",22,1,27,21.90909091,0.761904762,7,1,35885,38,0,1,5,1,0,-1,0,366,0,0,0,0,0,44,1,0,2,0.018939394,0,0,1009,0,0,0,NA,0,NA,1,1,1
"641",26,1,1,26,1,1,0,12062,3,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"642",25,1,6,24.75,0.25,1,0,12626,777,0,0,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"643",23,1,1,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"645",20,1,11,20.28571429,0.857142857,1,0,31762,0,0,0,4,0,0,0,0,2668,0,0,0,1,0,23,1,0,0,0,0,0,1905,0,0,0,NA,0,NA,0,0,0
"647",19,1,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"648",25,1,13,23.41666667,0.461538462,2,0,13653,0,0,0,0,2,0.097902098,0,0,432,0,0,0,0,0,44,1,0,1,0.038461539,0,0,850,0,0,0,NA,0,NA,0,1,1
"654",17,0,1,19,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"658",46,1,0,NA,NA,0,0,209,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,34,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"660",25,1,3,23.33333333,0.333333333,1,0,4277,16,0,1,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"661",51,1,57,47.31818182,0.722222222,11,9,538,307,1,5,95,0,-0.018518519,0,1,0,3,0,0,3,0,40,1,0,1,0.00487013,0,0,0,1,0,0,NA,0,NA,1,1,0
"666",23,1,3,28,1,1,0,22588,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"668",21,1,3,21,0.666666667,1,0,33218,27,0,0,1,0,0,0,0,1979,0,0,0,0,0,22,1,0,0,0,0,0,2046,0,0,0,NA,0,NA,0,0,0
"674",28,1,1,26,0,1,0,987,16,0,1,1,0,0,0,0,46,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"676",16,1,128,20.33653846,0.847457627,22,0,86947,324,1,0,8,24,0.036931311,8,0,19681,42,0,0,0,0,21,0,0,-2,0.005764289,0,0,9284,7,0,0,NA,0,NA,0,0,0
"684",16,0,11,17.44444444,0.7,5,0,1081,19,0,0,2,0,0,0,0,89,0,0,0,0,0,22,1,0,0,0,0,0,33,0,0,0,NA,0,NA,0,0,0
"687",16,1,4,18,1,2,0,4937,22,0,0,0,0,0,0,0,262,0,0,0,0,0,30,0,0,0,0,0,0,1242,0,0,0,NA,0,NA,0,0,0
"691",43,1,2,27,0,1,0,414,8,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"692",26,1,8,24.83333333,0.375,2,0,13581,350,0,1,8,0,-0.053571429,0,0,796,21,0,0,0,0,50,1,0,0,0,0,0,1385,19,0,0,NA,0,NA,0,1,1
"693",28,1,2,NA,1,0,0,4251,18,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"700",18,1,9,18.57142857,0.285714286,1,1,3514,8,0,1,40,1,0.119047619,0,0,736,3,0,0,0,0,15,0,0,0,0,0,0,86,0,0,0,NA,0,NA,1,0,0
"701",17,1,3,17.66666667,0.666666667,1,0,12153,0,0,1,2,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"710",29,1,1,28,1,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"713",16,1,20,17,0.6875,2,0,20105,31,1,0,124,0,0,0,0,12,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,NA,0,NA,0,0,0
"715",20,1,3,18.5,0,2,0,2937,469,0,1,7,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"716",36,1,3,24.5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"717",34,1,3,32.33333333,1,1,0,28284,3,1,0,4,0,0,0,0,200,0,0,0,0,0,73,0,0,0,0,0,0,361,0,0,0,NA,0,NA,0,0,0
"719",27,1,1,27,1,1,0,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"721",20,1,18,20.45454546,0.857142857,2,0,9485,75,0,1,12,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"722",24,1,17,24.53846154,0.933333333,1,1,51625,314,0,0,20,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"726",20,1,1,21,0,1,0,780,8,0,0,1,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"727",32,1,1,30,0,1,0,22206,18,0,1,1,0,0,0,0,2143,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"729",38,1,1,51,0,1,0,1842,7,0,1,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"735",40,1,9,36.8,0.857142857,4,1,17150,12,0,1,2,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0
"738",24,1,2,23,0,1,1,1335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"741",25,0,2,20,0.5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"746",36,1,3,32.5,1,1,0,4926,1,0,1,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"754",41,1,1,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"755",19,1,4,21.5,1,1,0,3212,93,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"756",19,1,1,NA,NA,1,0,22319,96,2,0,0,0,NA,0,0,0,0,0,0,0,0,42,0,0,0,NA,0,0,1677,0,1,0,NA,0,NA,0,1,0
"757",25,1,7,26.5,1,2,0,15971,99,0,0,8,0,0,0,0,335,0,0,0,0,0,39,0,0,0,0,0,0,542,0,0,0,NA,0,NA,0,0,1
"759",25,0,7,25.33333333,1,2,0,284,14,0,2,3,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"761",22,0,2,21,0,1,0,438,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"762",20,1,27,22.21052632,0.84,10,0,130875,83,31,1,34,0,0,0,0,6320,5,0,0,0,0,54,0,0,1,-0.031339031,1,0,4489,4,0,0,NA,0,NA,0,1,0
"763",27,1,14,23.77777778,0.4,3,0,44738,25,3,1,56,0,0,0,0,520,0,0,0,0,0,61,0,0,0,0,0,0,44,0,0,0,NA,0,NA,0,0,1
"765",20,0,25,20.85714286,0.727272727,2,0,2045,22,0,0,8,0,-0.034632035,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"767",19,1,2,20.5,0.5,1,0,230,19,0,2,2,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,0,30,0,0,0,NA,0,NA,0,0,0
"770",16,1,6,21.2,1,4,0,3309,11,0,0,2,0,0,0,0,1404,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"771",24,1,2,26,1,1,0,1094,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"772",43,1,4,32.33333333,1,1,1,2148,0,0,1,8,0,0,0,0,360,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"776",24,1,10,24.5,0.5,2,0,59304,0,0,0,11,0,0,0,0,1506,0,0,0,0,0,45,1,0,0,0,0,0,1655,0,0,0,NA,0,NA,0,1,1
"779",18,1,12,20.375,0.454545455,1,0,1088,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"782",21,1,1,21,1,1,0,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"783",24,1,2,24.5,1,1,1,1467,1,0,1,1,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"788",34,1,2,35,1,1,0,2040,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"789",29,1,14,32.85714286,0.75,6,0,15049,40,0,1,10,0,0,0,0,365,0,0,0,0,0,61,0,0,0,0,0,0,17,0,0,0,NA,0,NA,0,0,0
"790",39,1,1,55,0,1,0,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,2,0,0,0,NA,0,NA,0,0,0
"794",22,1,3,19.5,0.5,1,0,2105,42,0,0,0,0,0,0,0,61,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"797",27,1,18,26.75,0.333333333,1,0,12202,32,0,0,0,8,-0.111111111,0,0,131,10,0,0,0,0,77,1,0,0,0,0,0,897,3,0,0,NA,0,NA,0,0,1
"801",43,1,2,47,0.5,1,0,751,100,0,4,1,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"803",23,1,25,22.30434783,0.72,2,1,19003,74,1,1,77,3,-0.007272727,0,1,1814,12,0,0,0,0,66,1,0,3,0.020740741,0,1,382,0,0,0,NA,0,NA,1,0,1
"806",22,0,1,30,1,1,0,155,0,0,1,3,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"812",22,0,4,22.33333333,1,1,0,727,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"813",18,0,1,20,1,1,0,12269,106,0,1,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"816",32,1,1,NA,NA,0,0,2,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,42,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"817",19,1,14,18.75,0.888888889,1,0,5718,14,0,0,2,0,0,0,0,88,0,0,0,0,0,32,0,0,0,0,0,0,79,0,0,0,NA,0,NA,0,0,0
"820",22,1,7,23.75,0.833333333,3,1,90453,56,0,1,4,0,0,0,0,10540,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"821",17,0,38,21.03333333,0.578947368,7,0,27511,94,0,0,119,0,0,0,0,599,1,0,0,0,0,42,1,0,-1,-0.011904762,1,0,516,0,0,0,NA,0,NA,0,1,0
"822",15,1,1,20,1,1,0,368,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"824",38,1,2,34,1,1,0,761,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"827",22,0,39,23.40625,0.75,11,0,8612,10,0,0,39,0,0,0,0,33,0,0,0,0,0,45,0,0,-1,-0.008064516,0,0,662,0,0,0,NA,0,NA,0,1,1
"835",20,0,11,21,0.625,3,0,24819,57,1,0,6,4,0.225,2,0,3277,7,0,0,0,0,57,0,0,3,-0.1,2,0,6227,8,0,0,NA,0,NA,0,1,0
"836",18,0,12,20.81818182,0.909090909,1,0,23129,33,0,0,6,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"841",20,1,9,19.33333333,0.857142857,1,0,32904,0,0,1,3,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"844",24,0,1,23,0,1,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"845",31,1,1,27,1,1,0,1095,1,0,1,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"847",22,1,26,22.63157895,0.863636364,11,0,20858,2431,0,11,12,0,0,0,0,124,35,0,0,0,0,51,0,0,1,-0.041125541,1,0,222,42,0,0,NA,0,NA,0,1,1
"848",31,0,22,32.42857143,0.8,6,1,18240,0,0,1,43,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0.0125,0,0,0,0,0,0,NA,0,NA,1,1,0
"849",24,0,4,24,0.333333333,1,0,6589,13,0,1,1,0,0,0,0,5,0,0,0,0,0,67,0,0,0,0,0,0,27,0,0,0,NA,0,NA,0,0,1
"856",23,1,6,22.66666667,0.5,2,0,4081,8,0,1,3,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"857",23,1,4,24,1,1,0,13784,57,0,1,7,0,0,0,0,46,0,0,0,0,0,41,0,0,0,0,0,0,452,0,0,0,NA,0,NA,0,1,1
"861",18,1,3,20.33333333,0.666666667,3,0,13280,49,0,1,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"874",33,1,5,33,0.25,2,0,20155,16,0,0,1,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,31,0,0,0,NA,0,NA,0,0,0
"875",22,1,12,20.71428571,0.7,3,0,36239,60,0,1,1,0,0,0,0,13,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"876",20,0,6,38,0.75,3,1,31988,96,1,1,50,0,0,0,0,776,3,0,0,0,0,45,0,0,0,0,0,0,570,0,0,0,NA,0,NA,1,1,0
"881",20,0,3,19.33333333,0,2,0,307,1,0,0,11,0,0,0,0,0,0,0,0,0,0,26,0,0,-1,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"883",21,1,64,20.12244898,0.62,9,1,114873,469,19,2,263,2,0.015833333,0,0,2362,0,0,0,0,0,49,0,0,0,0.007653061,0,1,4320,1,0,0,NA,0,NA,1,1,0
"887",25,1,1,25,0,1,0,4057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"889",39,0,2,37,1,2,1,213,81,0,1,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"892",21,1,4,26,1,3,0,10091,41,9,1,7,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"893",25,1,0,NA,NA,0,0,5013,1,0,0,2,0,NA,0,0,293,0,0,0,0,0,18,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"894",32,1,1,22,0,1,0,1710,102,0,1,2,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"896",28,1,9,25.625,0.777777778,4,0,36630,0,4,0,72,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"897",35,0,3,39,0.5,1,0,5477,102,0,1,5,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"898",22,0,7,23.75,1,2,0,9140,19,0,0,2,0,0,0,0,1330,0,0,0,0,0,23,1,0,-1,0,0,0,357,0,0,0,NA,0,NA,0,0,1
"905",35,1,1,29,1,1,0,2434,57,0,1,2,0,0,0,0,549,0,0,0,0,0,37,0,0,1,0,0,0,15,6,0,0,NA,0,NA,0,0,0
"908",28,0,15,25.18181818,0.642857143,3,0,852,3,0,2,11,0,0,0,0,0,0,0,0,0,0,39,0,0,-1,0.04945055,0,0,0,0,0,0,NA,0,NA,0,0,1
"910",44,1,5,28,1,4,0,2196,53,0,1,9,0,0,0,0,86,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
